Date,month,year,home_team,away_team,home_team_av_points,away_team_av_points,home_team_av_points_conceded,away_team_av_points_conceded,home_current_pos,away_current_pos,home_last_yr_pos,away_last_yr_pos,home_prev_game_perf,away_prev_game_perf,home_team_form,away_team_form,home_team_home_form,away_team_away_form,home_team_rest_time,away_team_rest_time,h2h_form,match_importance,home_win_percentage,away_win_percentage,result
23,11,2014,Czarni Radom,Olsztyn,21.56559309,20.76035012,23.61489565,23.59355959,9,12,6,5,0,0,-1.329203507,-1.190924083,-0.16064,-1.3408,7,7,0,0,30,20,1
26,11,2014,Rzeszow,AZS Czestochowa,23.44292048,21.95928278,20.55211508,23.1439506,2,11,1,11,0,0,1.572986614,-0.944527831,1.65856,-0.72512,3,4,0,0,90.90909091,27.27272727,1
26,11,2014,Olsztyn,Kielce,20.5082801,20.38090982,23.32484768,23.86389638,12,13,5,8,0,0,-1.352739267,-1.799462871,-0.658816,-1.43712,3,4,0,0,18.18181818,9.090909091,1
26,11,2014,Belchatow,Bielsko-Biala,24.07131785,21.12151312,20.5679235,23.22605862,2,11,2,12,1,0,2.134587126,-1.048528138,1.2112,-0.7766144,4,5,0,0,100,27.27272727,1
26,11,2014,Verva Warszawa,Czarni Radom,22.07489509,21.70247447,22.34739215,22.79191652,8,9,7,6,1,1,0.131128238,-0.663362806,0.372096,-1.23744,4,3,0,0,54.54545455,36.36363636,0
26,11,2014,Kedzierzyn-Kozle,Bydgoszcz,23.59583959,22.80487199,21.08192987,23.00507259,7,5,4,9,1,1,1.122711921,0.018372485,1.171904,0.332096,4,5,0,0,54.54545455,63.63636364,1
26,11,2014,Bedzin,Cuprum,20.53085661,22.99008152,23.32205343,20.91761678,14,7,14,5,0,1,-1.624900854,1.139854602,-0.7408,0.82912,4,5,0,0,9.090909091,54.54545455,0
27,11,2014,Jastrzebski,Gdansk,23.83217037,22.40284457,21.67161947,21.60186572,4,3,3,10,0,1,0.704911319,0.608969462,1.3578624,0.66272,6,4,0,0,72.72727273,81.81818182,0
28,11,2014,Bydgoszcz,Czarni Radom,22.32389759,22.76197958,22.48405807,22.63353322,6,9,9,6,0,1,-0.185302012,0.069309755,-0.11072,-0.389952,2,2,0,0,58.33333333,41.66666667,1
29,11,2014,Gdansk,Verva Warszawa,22.16227566,22.05991608,21.52149258,23.27791372,3,8,10,7,1,0,0.687175569,-0.49509741,0.788032,-0.32448,2,3,0,0,83.33333333,50,1
29,11,2014,Bielsko-Biala,Kedzierzyn-Kozle,20.4972105,22.95667167,23.58084689,20.94554389,11,7,12,4,0,1,-1.438822511,1.098169537,-0.6896,-0.36544,3,3,0,0,25,58.33333333,0
30,11,2014,Belchatow,Rzeszow,24.25705428,23.75433639,20.0543388,20.10835873,1,2,2,1,1,1,2.307669701,1.858389291,1.56896,1.060032,4,4,0,0,100,91.66666667,1
30,11,2014,Cuprum,Jastrzebski,23.69206522,23.3057363,21.78409342,21.57729557,7,4,5,3,1,0,1.311883682,0.363929055,0.323968,-0.2144,4,3,0,0,58.33333333,66.66666667,0
30,11,2014,AZS Czestochowa,Olsztyn,21.23409289,21.40662408,23.51516048,22.72654481,12,10,11,5,0,1,-1.355622265,-0.482191413,-0.531648,-1.47264,4,4,0,0,25,25,0
3,12,2014,Bedzin,Kielce,21.47468529,20.37139452,23.95764274,24.09111711,14,13,14,8,0,0,-1.699920683,-2.039570297,-0.99264,-1.749696,7,7,0,0,8.333333333,8.333333333,0
4,12,2014,Verva Warszawa,Bydgoszcz,21.64793286,22.85911807,22.90233098,21.52057979,8,5,7,9,0,1,-0.596077928,0.45175839,-0.3023232,0.0656768,5,6,0.2,0,46.15384615,61.53846154,0
6,12,2014,Olsztyn,Gdansk,22.12529926,22.00982052,21.84790251,21.21719406,10,3,5,10,1,1,0.214246869,0.749740456,0.0729472,0.730176,6,7,-0.4,0,30.76923077,84.61538462,0
6,12,2014,Kedzierzyn-Kozle,AZS Czestochowa,23.36533734,20.65394098,20.68976845,23.81212838,6,12,4,11,1,0,1.478535629,-1.684497812,1.1375232,-1.180096,7,6,0.6,0,61.53846154,23.07692308,1
6,12,2014,Bielsko-Biala,Jastrzebski,20.33110173,23.49458904,23.86467751,21.46183646,11,4,12,3,0,1,-1.751058008,0.691143244,-1.15168,0.22848,7,6,-0.6,0,23.07692308,69.23076923,0
6,12,2014,Belchatow,Bedzin,24.40564343,22.11308156,19.97680437,24.49944753,1,14,2,14,1,0,2.44613576,-1.959936546,1.855168,-1.7033984,6,3,0.4,0,100,7.692307692,0
7,12,2014,Rzeszow,Cuprum,22.93680244,23.15365217,21.08668699,22.27727474,3,7,1,5,0,0,0.886711433,0.649506945,1.926848,1.063296,7,7,0.4,0,84.61538462,53.84615385,0
8,12,2014,Czarni Radom,Kielce,21.74291699,21.63044895,23.10682657,24.20622702,9,13,6,8,0,1,-0.544552196,-1.031656237,0.271488,-0.7997568,7,5,0.6,0,38.46153846,15.38461538,0
12,12,2014,AZS Czestochowa,Jastrzebski,20.52315279,23.27567123,24.0497027,21.32946917,13,4,11,3,0,1,-1.947598249,0.752914595,-1.0253184,0.382784,6,6,-0.2,0,21.42857143,71.42857143,0
12,12,2014,Kielce,Verva Warszawa,21.86435916,21.51834629,23.64498162,23.32186478,12,8,8,7,1,0,-0.62532499,-0.876862342,-1.341568,-0.459584,4,7,-0.2,0,21.42857143,42.85714286,1
12,12,2014,Bydgoszcz,Olsztyn,23.28729446,21.55023941,21.41646383,22.27832201,5,10,9,5,1,0,0.761406712,-0.228602504,0.511424,-0.578112,7,6,0.2,0,64.28571429,28.57142857,1
12,12,2014,Bielsko-Biala,Rzeszow,20.42488139,22.54944195,23.57174201,20.66934959,12,3,12,1,0,0,-1.600846407,0.509369146,-1.121344,0.2480256,6,5,-0.6,0,21.42857143,78.57142857,0
13,12,2014,Kedzierzyn-Kozle,Gdansk,23.69226987,22.40785642,20.55181476,20.82375525,6,3,4,10,1,1,1.782828503,0.999792364,1.51001856,0.9841408,7,7,-0.6,0,64.28571429,85.71428571,0
13,12,2014,Belchatow,Cuprum,23.57451474,22.32292174,20.9314435,22.02181979,1,7,2,5,0,1,1.556908608,0.719605556,1.0841344,1.0506368,7,6,0.6,0,92.85714286,57.14285714,1
13,12,2014,Bedzin,Czarni Radom,22.64046525,21.6743336,23.64955802,23.04546126,14,9,14,6,1,0,-1.167949237,-0.635641757,-1.394112,-0.9119616,7,5,-0.6,0,14.28571429,35.71428571,0
19,12,2014,Gdansk,Czarni Radom,22.82628514,21.57946688,21.0090042,22.51636901,2,8,10,6,1,1,1.199833892,-0.308513405,0.8304256,-0.52956928,6,6,0.2,0,86.66666667,40,1
20,12,2014,Bydgoszcz,Kielce,23.62983557,22.49148733,21.33317107,23.51598529,5,11,9,8,1,1,1.20912537,-0.100259992,1.0091392,-0.43980544,7,7,0.6,0,66.66666667,26.66666667,1
20,12,2014,Bielsko-Biala,Olsztyn,20.73990511,21.44019153,23.75739361,22.82265761,12,10,12,5,0,0,-1.680677125,-0.782882004,-1.2970752,-1.0624896,7,7,-0.2,0,20,26.66666667,1
20,12,2014,Cuprum,Kedzierzyn-Kozle,21.69833739,23.3038159,21.85745583,21.34145181,7,6,5,4,0,0,0.375684445,1.026262803,-0.1408256,0.307648,7,7,0.2,0,53.33333333,60,1
20,12,2014,Bedzin,Rzeszow,22.1923722,22.93955356,23.15964642,20.93547967,14,3,14,1,0,1,-1.13435939,0.807495317,-1.3152896,0.59842048,7,7,-0.4,0,13.33333333,80,0
21,12,2014,Belchatow,Jastrzebski,23.09961179,23.62053698,20.5851548,20.530242,1,4,2,3,1,1,1.445526887,1.202331676,1.06730752,0.9062272,7,7,0.6,0,93.33333333,73.33333333,0
22,12,2014,AZS Czestochowa,Verva Warszawa,19.88518889,21.81467703,24.23976216,23.65749183,13,9,11,7,0,0,-2.1580786,-1.101489874,-1.42025472,-0.7676672,7,7,-0.6,0,20,40,0
28,12,2014,Verva Warszawa,Bielsko-Biala,21.53174162,21.79192409,23.08599346,23.07258155,8,11,7,12,1,1,-0.681191899,-0.7445417,-0.64185856,-1.22129152,6,7,-0.2,0,43.75,25,1
28,12,2014,Bydgoszcz,Bedzin,23.90386845,21.55389776,20.46653685,23.52771713,5,14,9,14,1,0,1.567300296,-1.507487512,1.40731136,-0.96271872,7,7,0.4,0,68.75,12.5,1
28,12,2014,Jastrzebski,Rzeszow,23.17642959,23.35164285,20.8641936,20.54838374,4,3,3,1,1,1,1.161865341,1.245996254,0.88628992,1.078736384,7,7,-0.2,0,75,81.25,0
28,12,2014,Czarni Radom,AZS Czestochowa,20.59690683,20.06815112,23.14642854,23.47180973,9,13,6,11,0,0,-0.846810724,-1.92646288,0.0171904,-1.5440768,7,6,-0.6,0,37.5,18.75,1
29,12,2014,Olsztyn,Cuprum,21.21881989,22.35866991,23.45812609,21.28596467,10,6,5,5,0,1,-1.226305603,0.900547556,-0.34164224,0.64050944,7,7,-0.4,0,25,56.25,0
30,12,2014,Kedzierzyn-Kozle,Belchatow,22.44305272,22.91968943,22.07316145,20.74812384,7,2,4,2,0,0,0.221010242,0.956421509,0.808014848,2.0624256,7,7,-0.6,0,56.25,87.5,1
2,1,2015,Bedzin,Jastrzebski,20.77645154,22.14114367,23.82217371,21.75802155,14,4,14,3,0,0,-1.805990009,0.329492273,-1.65223168,0.92498176,5,5,-0.4,0,11.76470588,70.58823529,0
3,1,2015,Bielsko-Biala,Czarni Radom,21.50020594,21.47752547,23.45806524,22.3838095,11,9,12,6,0,1,-1.19563336,-0.077448579,-0.43766016,-1.023655424,6,6,-0.4,0,23.52941176,41.17647059,0
3,1,2015,Belchatow,Olsztyn,21.86908488,20.57505591,21.59849907,23.76650087,2,10,2,5,0,0,0.165137207,-1.581044482,0.653846016,-1.44999168,4,5,0.6,0,82.35294118,23.52941176,1
3,1,2015,Gdansk,Bydgoszcz,23.39436144,24.12309476,20.14053669,19.90656282,3,5,10,9,1,1,1.559867113,1.853840237,1.26434048,0.45254144,7,6,0.4,0,87.5,70.58823529,1
3,1,2015,Cuprum,Verva Warszawa,22.88693593,22.2253933,20.62877173,22.53546143,6,9,5,7,1,1,1.320438045,0.055046481,0.48733952,-0.41413376,5,6,-0.4,0,58.82352941,47.05882353,1
4,1,2015,Rzeszow,Kedzierzyn-Kozle,23.74798095,22.95444217,20.03870699,21.19186249,3,7,1,4,1,1,1.596797003,0.776808194,1.3414784,-0.3538816,7,5,0.6,0,82.35294118,58.82352941,1
4,1,2015,AZS Czestochowa,Kielce,19.92118756,21.39318986,23.77744778,23.81278823,13,12,11,8,0,0,-2.141170304,-0.680207994,-1.336203776,-0.951844352,7,7,0.6,0,17.64705882,25,0
7,1,2015,Kielce,Gdansk,22.21455189,22.79548915,23.50023059,20.39242935,10,3,8,10,1,1,-0.144166395,1.447893691,-0.6732544,1.18731264,3,4,-0.6,0,29.41176471,88.23529412,0
9,1,2015,Kedzierzyn-Kozle,Jastrzebski,21.49688707,22.71291494,21.95348999,21.33975057,7,4,4,3,0,1,0.021446555,0.863593818,1.246411878,1.339985408,5,7,-0.4,0,55.55555556,72.22222222,0
10,1,2015,Bedzin,Gdansk,20.55449457,23.23639132,24.05773897,19.71394348,14,1,14,10,0,1,-2.044792008,1.758314952,-1.921785344,1.549850112,7,3,-0.6,0,11.11111111,88.88888889,0
10,1,2015,Olsztyn,Rzeszow,20.39337806,23.99838476,24.07986736,19.16429893,11,2,5,1,0,1,-1.864835586,1.877437602,-0.873313792,1.462989107,7,6,-0.6,0,22.22222222,83.33333333,1
10,1,2015,Kielce,Bielsko-Biala,21.17164151,20.73349808,23.80018447,23.76645219,11,12,8,12,0,0,-0.715333116,-1.556506688,-1.13860352,-1.577033216,3,7,-0.2,0,27.77777778,22.22222222,0
10,1,2015,Czarni Radom,Cuprum,22.18202037,23.57621541,21.44038093,20.56968405,8,6,6,5,1,1,0.538041137,1.656350436,0.61375232,1.112407552,7,7,-0.4,0,44.44444444,61.11111111,0
10,1,2015,Bydgoszcz,AZS Czestochowa,23.57847581,20.38695005,20.00525025,24.12195823,6,13,9,11,0,0,1.283072189,-2.112936243,1.725849088,-1.83526144,7,6,0.4,0,66.66666667,16.66666667,1
11,1,2015,Verva Warszawa,Belchatow,21.84698131,22.56193457,23.29503581,21.21213259,9,3,7,2,0,1,-0.555962815,0.732109766,0.086513152,1.04994048,7,7,-0.6,0,44.44444444,83.33333333,0
17,1,2015,Rzeszow,Verva Warszawa,23.11870781,21.27758505,19.53143914,23.63602865,3,9,1,7,0,0,1.301950082,-1.044770252,1.67318272,-0.931307008,7,6,0.6,0,78.94736842,42.10526316,1
17,1,2015,Jastrzebski,Olsztyn,23.37033195,20.51470245,21.12180046,23.18389389,4,10,3,5,1,1,1.090875055,-1.291868469,0.109031936,-1.759993344,7,7,0.2,0,73.68421053,26.31578947,1
17,1,2015,Bielsko-Biala,Bydgoszcz,22.13679847,23.71278065,24.01316176,20.2042002,11,5,12,9,1,1,-0.845205351,1.426457752,-0.950128128,0.162033152,7,7,-0.4,0,26.31578947,68.42105263,0
17,1,2015,Belchatow,Czarni Radom,23.04954766,22.5956163,20.76970607,22.30230475,3,8,2,6,1,0,1.185687813,0.030432909,1.123076813,-0.218924339,6,7,0.2,0,84.21052632,42.10526316,1
18,1,2015,Bedzin,Kedzierzyn-Kozle,19.91026232,21.24750966,24.24619117,22.76279199,14,7,14,4,0,0,-2.235833606,-0.382842756,-2.137428275,-0.88310528,7,7,-0.6,0,10.52631579,52.63157895,1
18,1,2015,Gdansk,AZS Czestochowa,23.58911306,20.50956004,19.23782145,24.14756658,2,13,10,11,1,0,2.006651962,-2.090348994,1.211472384,-1.868209152,7,7,0.4,0,89.47368421,15.78947368,0
19,1,2015,Cuprum,Kielce,24.01097233,21.93731321,21.30574724,24.59014758,6,12,5,8,1,0,1.725080349,-0.972266493,0.989871616,-0.361475482,7,7,-0.2,0,63.15789474,26.31578947,1
23,1,2015,AZS Czestochowa,Bedzin,21.40764803,20.20820986,23.11805327,23.43695294,13,14,11,14,1,1,-1.072279196,-1.588666885,-1.468963021,-1.370174976,5,5,-0.4,0,20,15,1
24,1,2015,Rzeszow,Czarni Radom,23.29496624,22.27649304,19.27515131,22.90851046,3,8,1,6,1,0,1.441560065,-0.575653673,1.738546176,-0.775139471,7,7,0.4,0,80,40,1
24,1,2015,Bydgoszcz,Cuprum,23.97022452,24.30877786,20.23002683,21.44459779,5,6,9,5,1,1,1.741166201,1.780064279,1.78067927,1.289926042,7,5,0.2,0,70,65,1
24,1,2015,Olsztyn,Kedzierzyn-Kozle,20.47842863,21.03800773,23.54711511,22.49023359,10,7,5,4,0,0,-1.633494775,-0.506274205,-0.498651034,-0.906484224,7,6,-0.4,0,25,50,1
24,1,2015,Kielce,Belchatow,21.94985057,23.50630479,24.77211806,20.81576486,12,2,8,2,0,1,-1.177813194,1.54855025,-1.310882816,1.439952384,5,7,-0.4,0,25,85,0
24,1,2015,Gdansk,Bielsko-Biala,22.67129045,21.77610544,20.39025716,24.2105294,3,11,10,12,0,0,1.00532157,-1.27616428,0.369177907,-0.861626573,6,7,0.4,0,85,25,0
25,1,2015,Jastrzebski,Verva Warszawa,23.69626556,20.67206804,20.96410703,23.70882292,4,9,3,7,1,0,1.472700044,-1.235816202,0.687225549,-1.145045606,7,7,0.2,0,75,40,1
31,1,2015,Cuprum,Gdansk,23.19702229,21.97703236,21.55567823,20.87220573,6,3,5,10,0,0,1.024051423,0.604257256,1.191897293,1.83988009,7,7,0.6,0,61.9047619,80.95238095,0
31,1,2015,Rzeszow,Kielce,22.955973,21.95988045,19.42012105,25.15102778,3,12,1,8,1,0,1.353248052,-1.542250555,1.590836941,-0.689180385,7,7,0.4,0,80.95238095,23.80952381,1
31,1,2015,Verva Warszawa,Kedzierzyn-Kozle,20.33765443,21.18040618,23.96705834,22.74218688,9,7,7,4,0,0,-1.588652961,-0.805019364,-0.530789478,-1.125187379,6,7,-0.4,0,38.0952381,47.61904762,0
31,1,2015,Czarni Radom,Jastrzebski,21.82119443,23.95701245,22.64680837,20.57128563,8,4,6,3,0,1,-0.660522938,1.778160035,0.091001856,1.471988326,7,6,-0.4,0,38.0952381,76.19047619,1
31,1,2015,Bielsko-Biala,AZS Czestochowa,21.98088435,21.60611842,23.20842352,22.69444261,11,13,12,11,1,1,-0.820931424,-0.657823356,-1.360102502,-0.894567322,7,7,-0.6,0,28.57142857,23.80952381,1
31,1,2015,Belchatow,Bydgoszcz,24.13837717,23.57617961,21.05261189,19.93402146,2,5,2,9,1,1,1.8388402,1.792932961,1.49846145,0.729626522,7,7,0.6,0,85.71428571,71.42857143,1
2,2,2015,Bedzin,Olsztyn,20.36656789,21.1327429,23.22956235,23.18769209,14,11,14,5,0,1,-1.470933508,-0.90679582,-1.50994262,-2.007994675,7,7,-0.2,0,14.28571429,28.57142857,1
4,2,2015,Kielce,Jastrzebski,21.81790436,23.56560996,25.27082223,21.4570285,12,4,8,3,0,0,-1.633800444,0.822528028,-1.648706253,0.577590661,4,4,-0.6,0,22.72727273,72.72727273,0
4,2,2015,Czarni Radom,Kedzierzyn-Kozle,22.45695555,21.74432494,22.5174467,22.3937495,8,7,6,4,1,1,0.07158165,-0.244015491,0.672801485,-0.500149903,4,4,-0.6,0,40.90909091,50,0
4,2,2015,Bydgoszcz,Rzeszow,21.99427702,23.5147784,20.94721717,19.78609684,5,2,9,1,0,1,0.834346369,1.482598442,1.824543416,0.970391286,4,4,-0.6,0,68.18181818,81.81818182,0
4,2,2015,Bielsko-Biala,Bedzin,21.98470748,21.29325431,22.76673882,22.51698321,10,14,12,14,1,1,-0.456745139,-0.576746806,-0.888082002,-1.296139981,4,2,0.6,0,31.81818182,18.18181818,1
4,2,2015,AZS Czestochowa,Cuprum,21.48489474,22.85761783,22.55555409,22.14454259,13,6,11,5,0,0,-0.726258685,0.419241139,-0.975170417,0.631940833,4,4,-0.4,0,22.72727273,59.09090909,0
4,2,2015,Verva Warszawa,Olsztyn,20.47012354,20.83952765,23.97364667,23.55015367,9,11,7,5,0,0,-1.670922369,-1.325436656,-0.824631583,-2.20639574,4,2,0.4,0,36.36363636,27.27272727,0
5,2,2015,Gdansk,Belchatow,22.48162589,24.31070173,20.99776458,19.97542284,3,2,10,2,1,1,0.883405805,2.07107216,0.095342326,1.751961907,5,5,-0.2,0,81.81818182,86.36363636,0
7,2,2015,Cuprum,Bielsko-Biala,23.08609427,22.58776598,22.16563407,22.48005772,6,10,5,12,1,1,0.735392911,0.234603888,0.553517834,-0.489301258,3,3,0.6,0,60.86956522,34.7826087,1
7,2,2015,Belchatow,AZS Czestochowa,24.19856139,21.63791579,20.53033827,22.84444327,1,13,2,11,1,0,2.056857728,-0.981006948,1.79876916,-0.915653857,2,3,0.6,0,86.95652174,21.73913043,1
7,2,2015,Kedzierzyn-Kozle,Kielce,23.12879329,21.05432349,23.1149996,25.21665778,7,12,4,8,1,0,0.404787607,-1.907040355,0.597129503,-0.951344308,3,3,0.4,0,52.17391304,21.73913043,1
7,2,2015,Jastrzebski,Bydgoszcz,23.85248797,22.24542162,20.7656228,21.60777374,4,6,3,9,1,0,1.258022422,0.267477095,1.149780439,-0.016298783,3,3,-0.4,0,73.91304348,65.2173913,1
7,2,2015,Rzeszow,Gdansk,23.66182272,22.53530071,20.47887747,21.54821167,2,3,1,10,1,0,1.586078754,0.306724644,1.672669553,1.871904072,3,2,-0.2,0,82.60869565,78.26086957,1
7,2,2015,Bedzin,Verva Warszawa,21.30127011,20.70943217,23.01358657,24.31225067,14,9,14,7,0,0,-1.061397445,-1.936737895,-0.607954096,-1.516036485,3,3,-0.4,0,17.39130435,34.7826087,0
9,2,2015,Olsztyn,Czarni Radom,21.80495546,23.16556444,23.17345627,23.74729069,11,8,5,6,1,0,-0.460349325,-0.54273468,0.001079173,-0.820111577,5,5,-0.4,0,30.43478261,39.13043478,0
13,2,2015,Czarni Radom,Verva Warszawa,23.53245155,21.21754573,23.06449922,23.94980054,8,9,6,7,1,1,0.165812256,-1.149390316,-0.061758812,-0.812829188,4,6,0.6,0,41.66666667,37.5,0
13,2,2015,Bydgoszcz,Kedzierzyn-Kozle,22.52967063,23.50303463,22.41955232,22.22533301,6,7,9,4,0,1,-0.386018324,0.923830086,1.059634733,0.199880077,6,6,-0.2,0,62.5,54.16666667,0
14,2,2015,Bielsko-Biala,Belchatow,22.27021279,24.35884911,22.98404618,21.02427062,10,1,12,2,0,1,-0.412316889,2.245486182,-0.110465602,1.801569526,7,7,-0.6,0,33.33333333,87.5,0
14,2,2015,AZS Czestochowa,Rzeszow,21.91033263,23.67945817,23.27555462,20.88310198,13,2,11,1,0,1,-1.384805558,1.668863003,-1.180136333,1.176313029,7,7,-0.6,0,20.83333333,83.33333333,0
14,2,2015,Cuprum,Bedzin,23.46887541,21.54101609,21.93250726,23.06086926,5,14,5,14,1,0,1.188314329,-1.249117956,1.042814267,-1.636911985,7,7,0.4,0,62.5,16.66666667,1
15,2,2015,Gdansk,Jastrzebski,22.52824057,24.21532371,21.98856933,21.34583157,3,4,10,3,0,1,-0.154620285,1.606417938,-0.323726139,1.062072529,7,7,0.2,0,75,75,1
15,2,2015,Kielce,Olsztyn,20.57679213,21.51063103,25.17332622,23.53876502,12,11,8,5,0,0,-2.125632284,-0.96827946,-1.918965002,-1.165116592,7,6,-0.6,0,20.83333333,29.16666667,1
20,2,2015,Olsztyn,AZS Czestochowa,21.12850483,21.99493277,23.07101201,23.62044369,11,13,5,11,0,0,-0.974623568,-1.707844447,-0.599136662,-1.332523086,5,6,0.6,0,28,20,1
21,2,2015,Rzeszow,Belchatow,23.94356654,24.23707929,21.17314825,21.0194165,2,1,1,2,1,1,1.935090402,2.196388946,1.738135642,1.841255621,7,7,-0.6,0,84,88,1
21,2,2015,Verva Warszawa,Gdansk,21.29403659,23.17259245,23.35984043,22.09085547,9,3,7,10,1,1,-0.719512253,0.276303772,-1.259705266,1.097523257,7,6,-0.2,0,40,76,1
21,2,2015,Kielce,Bedzin,20.7014337,21.03281287,24.05866098,23.00869541,12,14,8,14,1,0,-1.500505827,-1.199294365,-1.335172002,-1.509529588,6,7,0.6,0,24,16,1
21,2,2015,Kedzierzyn-Kozle,Bielsko-Biala,23.44242771,22.01617023,22.06026641,23.13723694,7,11,4,12,1,0,0.939064069,-0.729853511,1.077703602,-0.991441007,7,7,0.6,0,56,32,1
21,2,2015,Jastrzebski,Cuprum,23.87225897,23.33510033,22.22666526,21.34600581,4,5,3,5,0,1,0.88513435,1.150651463,1.519824351,0.905552667,6,7,0.4,0,72,64,0
22,2,2015,Czarni Radom,Bydgoszcz,23.02596124,22.3037365,22.77159938,22.57564186,9,6,6,9,0,0,-0.067350195,-0.508814659,-0.24940705,-0.613039026,7,7,-0.6,0,40,60,0
25,2,2015,Kedzierzyn-Kozle,Belchatow,23.75394216,24.28966343,21.04821313,22.3155332,7,2,4,2,1,0,1.351251255,1.357111157,1.462162882,1.073004496,4,4,0.12,1,57.69230769,84.61538462,0
25,2,2015,Czarni Radom,Rzeszow,22.97076899,24.65485323,22.8172795,21.8385186,9,2,6,1,0,1,-0.453880156,1.948072322,-0.59952564,1.541050423,3,4,-0.52,1,38.46153846,84.61538462,0
25,2,2015,Olsztyn,Verva Warszawa,21.34280386,22.18522927,22.53680961,23.63787234,10,8,5,7,1,1,-0.579698854,-0.175609802,-0.279309329,-0.45026335,5,4,0.28,0,30.76923077,42.30769231,1
25,2,2015,Bedzin,Bielsko-Biala,20.6262503,21.01293618,22.72695632,23.50978955,14,11,14,12,0,0,-1.159435492,-1.183882809,-0.886363277,-1.393152805,4,4,-1.08,0,15.38461538,30.76923077,1
26,2,2015,Cuprum,Jastrzebski,23.30808026,23.69780717,21.67680464,22.42133221,5,4,5,3,1,0,1.12052117,0.50810748,1.034251414,0.449658023,5,5,-0.12,1,65.38461538,69.23076923,1
27,2,2015,AZS Czestochowa,Kielce,21.67594622,20.88114696,23.33635496,23.04692878,13,12,11,8,0,1,-1.566275557,-1.000404662,-1.544109067,-1.361075447,7,6,0.08,0,19.23076923,26.92307692,0
28,2,2015,Rzeszow,Czarni Radom,24.08388259,22.69661519,21.79081488,22.6138236,1,9,1,6,1,0,1.758457857,-0.563104125,1.790508514,-0.056089262,3,3,0.616,1,85.18518519,37.03703704,1
28,2,2015,Jastrzebski,Cuprum,23.6249124,23.84646421,23.13706577,22.00811038,4,5,3,5,0,1,-0.193514016,1.496416936,1.015859481,0.924442133,2,2,-0.504,1,66.66666667,66.66666667,1
28,2,2015,Belchatow,Kedzierzyn-Kozle,24.43173074,22.6698204,21.51909322,21.8385705,2,7,2,4,1,0,1.685688925,0.481001004,2.039015328,0.359904062,3,3,0.504,1,85.18518519,55.55555556,1
28,2,2015,Bydgoszcz,Gdansk,22.4429892,23.48807396,22.61051349,22.82268437,6,3,9,10,1,0,-0.007051727,-0.178956982,0.647707786,0.478018606,6,7,-0.52,1,61.53846154,73.07692308,0
1,3,2015,Bielsko-Biala,Bedzin,20.69034895,20.70100024,23.00783164,22.06156506,11,14,12,14,0,1,-1.147106247,-0.727548393,-0.488372481,-1.40762367,4,4,0.664,0,29.62962963,18.51851852,0
1,3,2015,Jastrzebski,Cuprum,23.84992992,23.57717137,23.00965261,22.55648831,4,5,3,5,1,0,0.245188787,0.797133549,1.212687585,0.339553707,1,1,-0.0032,1,67.85714286,64.28571429,1
1,3,2015,Verva Warszawa,Olsztyn,22.02818342,21.27424309,23.11029787,22.30944769,8,10,7,5,0,1,-0.340487842,-0.263759083,-0.607764213,-1.132093274,4,4,-0.424,0,40.74074074,33.33333333,1
3,3,2015,Kielce,AZS Czestochowa,22.0382509,22.07409031,23.17087636,24.0024173,12,14,8,11,1,0,-0.20032373,-1.853020446,-0.868137601,-1.266018469,4,4,0.536,0,29.62962963,18.51851852,1
4,3,2015,Gdansk,Bydgoszcz,24.29045917,22.90439136,23.2081475,23.58841079,3,6,10,9,1,0,0.256834414,-0.405641382,0.141019088,-0.090431221,4,4,0.816,1,74.07407407,59.25925926,1
6,3,2015,Kielce,Cuprum,22.63060072,22.7017371,21.67003442,22.24519064,11,5,8,5,1,0,0.439741016,0.437706839,-0.094510081,0.071642965,3,5,-0.24,1,32.14285714,62.06896552,1
7,3,2015,Belchatow,Gdansk,24.67871793,24.18236734,21.41527458,22.616518,2,3,2,10,1,1,1.94855114,0.605467531,2.231212263,0.782414885,7,3,0.56,2,85.71428571,75,0
7,3,2015,Olsztyn,Kedzierzyn-Kozle,19.9527278,22.33585632,22.84755815,22.60418974,11,7,5,4,0,0,-0.811007267,-0.215199197,-0.023447463,-0.312076751,6,7,0.08,1,32.14285714,53.57142857,1
8,3,2015,Rzeszow,Jastrzebski,24.26710607,23.27994394,20.76598524,22.24772209,1,4,1,3,1,1,2.006766286,0.39615103,2.032406811,-0.240273582,7,7,0.76,2,85.71428571,68.96551724,1
8,3,2015,Verva Warszawa,Czarni Radom,22.62254673,21.49062549,21.42157163,23.09105888,8,9,7,6,1,0,0.327609726,-1.0504833,0.11378863,-0.644871409,7,7,-0.28,1,42.85714286,35.71428571,0
9,3,2015,Bedzin,Bydgoszcz,21.56080019,22.37351309,21.18258538,23.62072863,13,6,14,9,1,0,0.017961285,-0.724513106,-0.509090622,-0.472344977,7,5,-0.92,1,21.42857143,57.14285714,0
13,3,2015,Czarni Radom,Verva Warszawa,22.39250039,22.99803739,23.3728471,22.33725731,9,8,6,7,1,0,-0.44038664,-0.137912219,-0.679620512,-0.56021068,5,5,0.624,1,37.93103448,41.37931034,0
13,3,2015,Cuprum,Kielce,22.00138968,22.46448058,22.15615252,21.17602754,5,11,5,8,0,1,0.150165471,0.551792813,1.427401131,-0.488860357,7,7,-0.008,1,60,34.48275862,1
