Date,month,year,home_team,away_team,home_team_av_points,away_team_av_points,home_team_av_points_conceded,away_team_av_points_conceded,home_current_pos,away_current_pos,home_last_yr_pos,away_last_yr_pos,home_prev_game_perf,away_prev_game_perf,home_team_form,away_team_form,home_team_home_form,away_team_away_form,home_team_rest_time,away_team_rest_time,h2h_form,match_importance,home_win_percentage,away_win_percentage,result
19,11,2016,GKS Katowice,Szczecin,21.49151744,20.08024747,22.83213909,24.008224,9,16,10,12,1,0,-0.47423232,-1.9084544,-0.4912,-1.136,7,5,0,0,50,0,1
19,11,2016,Bydgoszcz,Rzeszow,21.37319723,22.05526187,21.48403051,21.01195947,14,5,10,2,0,0,-0.19496448,0.13482752,0.824,-0.07104,7,7,0,0,25,62.5,0
19,11,2016,AZS Czestochowa,Bedzin,21.69729344,20.536256,22.49449856,22.33943467,12,13,12,14,0,0,-0.58660352,-0.6877824,-0.024,-0.9712,7,6,0,0,37.5,28.57142857,0
19,11,2016,Cuprum,Verva Warszawa,21.5274112,22.30354667,20.58498731,23.35941333,6,11,5,8,0,0,0.08746752,-0.6141184,0.5712,-0.496,7,7,0,0,62.5,42.85714286,1
24,11,2016,Cuprum,Czarni Radom,22.02192896,21.95168683,20.36798985,23.51694144,6,10,5,6,1,1,0.469974016,-0.33960448,0.85696,-1.08,5,5,0,0,66.66666667,37.5,0
25,11,2016,Kielce,Verva Warszawa,21.54284049,21.74283733,21.83254255,23.48753067,9,11,13,8,1,0,0.234533376,-0.89129472,0.2656,-0.7968,7,6,0,0,55.55555556,37.5,0
26,11,2016,Belchatow,GKS Katowice,23.59405141,22.49321395,20.70263893,22.91571127,4,8,3,10,1,1,1.47657472,0.020614144,1.50496,-0.0432,7,7,0,0,75,55.55555556,1
26,11,2016,Jastrzebski,Gdansk,22.97129641,22.589833,20.59797245,22.84367479,3,7,7,4,1,0,0.931965952,-0.254237696,0.65312,-1.0336,7,7,0,0,77.77777778,55.55555556,1
26,11,2016,Kedzierzyn-Kozle,AZS Czestochowa,23.99181824,21.75783475,20.33554057,22.43559885,1,13,1,12,1,0,1.888482816,-0.669282816,0.7392,-0.88896,7,7,0,0,88.88888889,33.33333333,1
26,11,2016,Bedzin,Bielsko-Biala,20.8690048,19.96354133,22.27154773,22.75007403,12,15,14,14,1,0,-0.35022592,-1.56696832,-0.008,-0.8592,7,7,0,0,37.5,12.5,1
27,11,2016,Rzeszow,Olsztyn,22.64420949,22.05925799,20.74290091,21.23793022,4,5,2,9,1,0,0.707862016,0.481100288,0.536,0.54688,7,7,0,0,66.66666667,66.66666667,1
28,11,2016,Szczecin,Bydgoszcz,20.71419797,21.03189111,24.5065792,22.18722441,16,14,12,10,0,0,-1.92676352,-0.755971584,-1.5712,-1.15904,7,7,0,0,0,22.22222222,1
29,11,2016,Czarni Radom,Verva Warszawa,22.91134946,22.49426987,23.96355315,23.44002453,10,11,6,8,1,1,0.128316416,-0.313035776,0.394368,-0.23744,5,4,0,0,44.44444444,44.44444444,1
30,11,2016,Olsztyn,Szczecin,21.99740639,20.61135838,21.84034418,23.48526336,5,15,9,12,0,1,-0.01511977,-1.341410816,0.4432,-1.3088,3,2,0,0,60,11.11111111,1
30,11,2016,Kielce,Bedzin,21.88427239,21.69520384,22.56603404,20.75057152,10,12,13,14,0,1,-0.212373299,0.319819264,-0.18752,-0.57696,5,4,0,0,50,44.44444444,0
30,11,2016,Jastrzebski,Cuprum,22.77703713,22.76754317,20.63837796,21.64439188,2,6,7,5,1,0,0.945572762,-0.024020787,0.722496,-0.1168,4,6,0,0,80,60,0
30,11,2016,Bydgoszcz,Belchatow,20.70551289,23.87524113,21.78977952,20.42877781,14,4,10,3,0,1,-0.804777267,1.781259776,0.0592,0.536,2,4,0,0,20,77.77777778,0
30,11,2016,Bielsko-Biala,Kedzierzyn-Kozle,18.9041664,24.19345459,23.20005922,19.66843245,16,1,14,1,0,1,-1.853574656,2.110786253,-1.3712,1.78656,4,4,0,0,11.11111111,90,0
1,12,2016,Gdansk,GKS Katowice,22.2318664,21.86123783,22.67493984,23.33256902,7,9,4,10,0,0,-0.403390157,-0.583508685,0.73504,-0.63456,5,5,0,0,50,50,0
1,12,2016,AZS Czestochowa,Rzeszow,20.8062678,22.96536759,22.94847908,20.94432073,13,4,12,2,0,1,-1.135426253,0.966289613,-0.2192,0.543168,5,4,0,0,30,70,0
3,12,2016,Czarni Radom,Jastrzebski,23.17907957,22.3016297,23.52084252,20.59070237,9,4,6,7,1,0,0.502653133,0.556458209,0.7154944,0.6752,4,3,0,0,50,72.72727273,0
3,12,2016,Belchatow,Olsztyn,24.1001929,22.79792512,20.67635558,21.97227534,4,5,3,9,1,1,2.025007821,0.387904184,1.803968,0.037504,3,3,0,0,80,63.63636364,1
3,12,2016,Kedzierzyn-Kozle,Kielce,24.35476367,21.34741791,18.8680793,22.49282723,1,11,1,13,1,0,2.288629002,-0.369898639,1.19136,0.04256,3,3,0,0,90.90909091,45.45454545,1
3,12,2016,Rzeszow,Bielsko-Biala,23.37229408,18.25666645,20.88878991,23.56004738,4,16,2,14,1,0,1.37303169,-2.082859725,0.8288,-1.28736,2,3,0,0,72.72727273,10,1
4,12,2016,Verva Warszawa,Bedzin,22.34541589,21.79616307,23.60201963,20.44045722,12,10,8,14,0,1,-0.650428621,0.455855411,-0.0032,-0.261568,5,4,0,0,40,50,1
4,12,2016,Gdansk,Bydgoszcz,21.78549312,20.89774365,23.13995187,22.43182362,8,14,4,10,0,0,-0.922712125,-1.243821814,-0.011968,-1.127232,3,4,0,0,45.45454545,18.18181818,1
5,12,2016,Szczecin,AZS Czestochowa,20.9890867,20.77834757,23.98821069,23.35878326,15,13,12,12,0,0,-1.473128653,-1.508341002,-1.05696,-1.311168,5,4,0,0,10,27.27272727,1
6,12,2016,Cuprum,GKS Katowice,22.29403453,22.48899026,21.3955135,22.66605522,6,8,5,10,1,1,0.18078337,0.133193052,0.285568,0.092352,6,5,0,0,63.63636364,54.54545455,1
9,12,2016,Bydgoszcz,Cuprum,21.11819492,22.59522763,23.4954589,21.4364108,15,5,10,5,0,1,-1.395057451,0.344626696,-0.55264,0.10656,5,3,0,0,16.66666667,66.66666667,0
9,12,2016,Bedzin,Kedzierzyn-Kozle,21.63693046,24.68381094,21.31236577,19.42779677,11,1,14,1,0,1,0.164684329,2.430903202,0.5936,2.029248,5,6,0,0,45.45454545,91.66666667,0
10,12,2016,Olsztyn,Gdansk,22.38834009,22.9783945,22.57782027,22.91196149,6,7,9,4,0,1,-0.089676653,-0.3381697,0.75456,-1.02688,7,6,0,0,58.33333333,50,1
10,12,2016,Jastrzebski,Verva Warszawa,22.89130376,22.83633271,20.97256189,23.0816157,4,10,7,8,1,1,0.845166567,-0.320342897,0.3779968,-0.589952,7,6,0,0,75,45.45454545,1
10,12,2016,Kielce,Rzeszow,21.41126766,23.25783526,23.19426179,20.55103193,12,3,13,2,0,1,-0.895918911,1.298425352,-0.350016,1.0345344,7,7,0,0,41.66666667,75,0
10,12,2016,GKS Katowice,Czarni Radom,22.31119221,23.04326366,22.89284417,23.86667402,8,9,10,6,0,0,-0.093445558,0.002122506,0.00704,-0.464,4,7,0,0,50,45.45454545,0
10,12,2016,Bielsko-Biala,Szczecin,18.44533316,20.99126936,23.4080379,23.31056855,16,14,14,12,0,1,-1.86628778,-0.978502922,-1.69696,-1.44704,7,5,0,0,9.090909091,18.18181818,1
11,12,2016,AZS Czestochowa,Belchatow,20.74267806,24.28015432,22.88702661,20.69108447,13,4,12,3,0,1,-1.406672802,2.020006257,-0.77536,1.0288,6,7,0,0,25,81.81818182,0
13,12,2016,Szczecin,Kielce,21.34301549,21.26234746,23.39845484,23.95540943,14,12,12,13,0,0,-1.182802338,-1.316735129,-0.645568,-0.565952,3,3,0,0,16.66666667,38.46153846,1
14,12,2016,Rzeszow,Bedzin,24.00626821,20.6428777,20.57415888,22.04989262,2,11,2,14,1,0,1.638740282,-0.468252537,0.86304,-0.4092544,4,5,0,0,76.92307692,41.66666667,1
14,12,2016,Jastrzebski,GKS Katowice,22.83304301,22.44895377,20.97804951,23.580942,4,9,7,10,1,0,0.876133254,-0.674756447,0.50239744,-0.1261184,4,4,0,0,76.92307692,46.15384615,1
14,12,2016,Cuprum,Olsztyn,23.0761821,21.91067207,21.64912864,22.02225622,5,6,5,9,1,1,0.675701357,0.128258678,0.4284544,-0.3699968,5,4,0,0,69.23076923,61.53846154,0
14,12,2016,Bydgoszcz,Czarni Radom,21.39455593,23.70127759,23.79636712,23.69333921,16,8,10,6,0,1,-1.516045961,0.601698005,-0.842112,0.2288,5,4,0,0,15.38461538,50,0
14,12,2016,Belchatow,Bielsko-Biala,24.57412346,19.50626653,20.95286757,23.27643032,4,15,3,14,1,1,2.016005005,-1.093030224,1.8431744,-1.229888,3,4,0,0,83.33333333,16.66666667,1
14,12,2016,Gdansk,AZS Czestochowa,22.3427156,20.99414245,22.3295692,23.45962129,8,14,4,12,0,0,-0.47053576,-1.525338241,0.3904256,-1.2489344,4,3,0,0,46.15384615,23.07692308,1
15,12,2016,Verva Warszawa,Kedzierzyn-Kozle,22.46906617,24.74704875,22.98529256,18.87557075,10,1,8,1,0,1,-0.456274317,2.544722561,0.19744,2.2233984,5,6,0,0,41.66666667,92.30769231,0
17,12,2016,Bydgoszcz,Jastrzebski,21.43564475,23.21643441,23.19709369,20.58243961,16,4,10,7,0,1,-1.412836769,1.100906603,-0.8736896,0.94016,3,3,0,0,14.28571429,78.57142857,0
17,12,2016,Kedzierzyn-Kozle,Rzeszow,24.797639,24.20501457,18.76712327,20.12599377,1,3,1,2,1,1,2.635778049,1.910992225,1.553088,1.42762752,2,3,0,0,92.85714286,78.57142857,0
17,12,2016,GKS Katowice,Verva Warszawa,21.75916301,21.6419196,23.8147536,23.38823405,9,10,10,8,0,0,-0.939805157,-0.965019454,-0.594368,-0.6719616,3,2,0,0,42.85714286,38.46153846,0
17,12,2016,Gdansk,Bielsko-Biala,22.72417248,19.07167989,21.71365536,23.62114426,7,15,4,14,1,0,0.023571392,-1.474424179,0.71234048,-1.5839104,3,3,0,0,50,15.38461538,1
17,12,2016,AZS Czestochowa,Cuprum,20.64531396,22.91094568,23.61769703,22.11930291,14,6,12,5,0,0,-1.620270593,0.140561086,-1.020288,0.485248,3,3,0,0,21.42857143,64.28571429,0
17,12,2016,Kielce,Belchatow,21.87654464,24.65929877,24.56432754,20.22896073,12,4,13,3,0,1,-1.653388103,2.212804004,-0.8800128,1.22304,4,3,0,0,35.71428571,84.61538462,0
18,12,2016,Olsztyn,Czarni Radom,22.32853766,23.12102207,22.06780498,23.27467137,6,8,9,6,1,1,0.502606942,0.681358404,0.803648,0.38304,4,4,0,0,64.28571429,53.84615385,1
19,12,2016,Bedzin,Szczecin,20.18096883,22.47441239,22.63991409,23.58543054,11,13,14,12,0,1,-0.974602029,-0.34624187,-0.12512,-1.557632,5,6,0,0,38.46153846,23.07692308,1
21,12,2016,Kielce,Gdansk,21.30123571,23.02933798,24.65146203,21.32092429,12,7,13,4,0,1,-1.922710483,0.418857113,-1.30401024,-1.021504,4,4,-0.4,0,33.33333333,53.33333333,0
22,12,2016,Verva Warszawa,Bielsko-Biala,21.47353568,19.20734391,23.15058724,23.74691541,9,15,8,14,1,0,-0.572015563,-1.579539343,-0.442048,-1.66712832,5,5,0,0,42.85714286,14.28571429,0
22,12,2016,Bedzin,Czarni Radom,21.14477506,22.29681766,21.84526461,23.4697371,11,8,14,6,1,0,-0.179681624,0.145086723,0.499904,-0.093568,3,4,0,0,42.85714286,50,0
23,12,2016,Olsztyn,Jastrzebski,22.71283013,23.57314753,21.45424398,20.19928502,5,4,9,7,1,1,0.802085554,1.480725283,1.0429184,1.352128,5,6,-0.2,0,66.66666667,80,1
30,12,2016,Kedzierzyn-Kozle,Szczecin,23.9981112,21.71286325,19.05369861,23.86834443,1,13,1,12,0,0,1.908622439,-0.876993496,1.0424704,-1.8461056,7,7,0.6,0,86.66666667,21.42857143,1
30,12,2016,Cuprum,Bielsko-Biala,23.37875655,20.11587513,22.39544233,23.59753232,6,14,5,14,1,1,0.512448868,-0.863631475,-0.05723648,-0.933702656,7,7,0.6,0,66.66666667,20,1
30,12,2016,Bydgoszcz,GKS Katowice,20.88184913,21.84733041,23.55767495,23.21180288,16,10,10,10,0,0,-1.730269415,-0.951844126,-1.29895168,-0.50089472,7,7,-0.4,0,13.33333333,40,0
30,12,2016,AZS Czestochowa,Czarni Radom,21.21625117,22.83745413,23.94415762,22.77578968,15,8,12,6,0,1,-1.696216475,0.716069379,-1.2162304,0.5251456,7,7,-0.6,0,20,53.33333333,0
30,12,2016,Bedzin,Belchatow,20.91582005,24.72743901,22.47621169,19.98316858,11,3,14,3,0,1,-0.743745299,2.370243203,-0.2000768,1.578432,7,7,-0.6,0,40,85.71428571,0
31,12,2016,Rzeszow,Verva Warszawa,23.40401165,21.77882855,20.26079502,23.27046979,3,10,2,8,1,0,1.72879378,-0.85761245,1.290432,-0.33756928,7,7,0.6,0,80,40,1
7,1,2017,Bydgoszcz,Verva Warszawa,20.9054793,21.02306284,23.24613996,23.61637583,16,10,10,8,0,0,-1.584215532,-1.28608996,-1.239161344,-0.870055424,7,7,-0.6,0,12.5,37.5,0
7,1,2017,Belchatow,Kedzierzyn-Kozle,24.30195121,24.19848896,20.14653486,18.70962556,3,1,3,1,1,1,2.096194563,2.126897951,2.07453952,2.37871872,7,7,0.4,0,86.66666667,87.5,1
7,1,2017,Jastrzebski,AZS Czestochowa,23.45851802,20.2396676,21.20942802,24.1553261,4,15,7,12,0,0,0.784580226,-1.95697318,0.801917952,-1.39914752,7,7,0.6,0,75,18.75,1
7,1,2017,Bielsko-Biala,Czarni Radom,19.8927001,23.2699633,23.87802586,21.48729841,14,8,14,6,0,1,-1.29090518,1.172855503,-0.957568,1.02011648,7,7,0.4,0,18.75,56.25,1
7,1,2017,Rzeszow,Szczecin,23.72320932,20.83695726,19.80863601,24.09467554,3,14,2,12,1,0,1.983035024,-1.301594797,1.6323456,-2.07688448,7,7,0.6,0,81.25,20,1
7,1,2017,Cuprum,Kielce,23.70300524,20.9743219,21.71635386,24.72116963,6,12,5,13,1,0,1.009959095,-2.138168386,0.554210816,-1.0527616,7,7,0.2,0,68.75,31.25,1
8,1,2017,GKS Katowice,Olsztyn,21.87786433,23.2202641,22.76944231,21.76339518,10,6,10,9,1,1,-0.561475301,1.041668443,-0.6754944,0.10400256,7,7,-0.6,0,43.75,68.75,0
8,1,2017,Gdansk,Bedzin,23.42347039,20.89265604,20.99007276,22.50096935,7,11,4,14,1,0,0.935085691,-0.794996239,0.969872384,-0.92740352,7,7,0.2,0,56.25,37.5,1
17,1,2017,GKS Katowice,Gdansk,20.76895813,23.87210964,23.21555385,21.12539154,10,7,10,4,0,1,-1.049180241,1.348068553,-1.14039552,-0.2172032,7,7,0.6,0,41.17647059,58.82352941,1
19,1,2017,Verva Warszawa,Cuprum,22.01845027,23.96240419,23.09310067,20.90641642,10,6,8,5,1,1,-0.428871968,1.407967276,-0.7536384,0.7881984,7,7,-0.4,0,41.17647059,70.58823529,0
20,1,2017,Czarni Radom,Bedzin,23.01597064,21.04745816,21.93983873,23.13410881,8,11,6,14,0,0,0.538284402,-1.235996991,0.17239552,-1.341922816,7,7,0.6,0,52.94117647,35.29411765,1
21,1,2017,Jastrzebski,Kielce,23.76681442,20.31279085,20.30087575,24.7769357,4,12,7,13,1,0,1.227664181,-2.310534709,1.241534362,-1.44220928,7,7,0.2,0,76.47058824,29.41176471,1
21,1,2017,Olsztyn,Verva Warszawa,23.57621128,21.28142688,20.67738281,23.47448053,6,10,9,8,1,0,1.433334754,-0.943097575,1.23433472,-0.096044339,7,2,-0.4,0,70.58823529,38.88888889,1
21,1,2017,Bydgoszcz,AZS Czestochowa,20.92438344,19.52506741,23.79691197,24.32426088,16,15,10,12,0,0,-1.867372426,-2.165578544,-1.591329075,-1.719318016,7,7,-0.2,0,11.76470588,17.64705882,1
22,1,2017,Gdansk,Rzeszow,23.01768771,23.97856746,20.94031323,19.71357548,7,2,4,2,0,1,0.878454842,2.186428019,1.375897907,1.342102016,5,7,-0.4,0,55.55555556,82.35294118,1
22,1,2017,Belchatow,Szczecin,23.72156097,20.53623248,19.99722789,24.27574044,3,14,3,12,1,0,1.87695565,-1.641275838,1.859631616,-2.261507584,7,7,0,0,87.5,18.75,1
23,1,2017,GKS Katowice,Bielsko-Biala,20.6551665,20.66416008,22.49244308,23.50242069,9,13,10,14,1,1,-0.639344192,-0.632724144,-0.712316416,-1.346962125,6,7,0.6,0,44.44444444,23.52941176,1
24,1,2017,Cuprum,Kedzierzyn-Kozle,24.16992335,23.23879117,20.39179981,19.24770045,6,2,5,1,1,0,1.726373821,1.501518361,1.043368653,1.702974976,5,7,-0.6,0,72.22222222,82.35294118,0
27,1,2017,Olsztyn,Bydgoszcz,24.19430236,21.87284009,20.94190625,23.43752958,5,15,9,10,1,1,1.746667804,-0.89389794,1.587467776,-1.3017856,6,6,0.4,0,72.22222222,16.66666667,1
27,1,2017,Bedzin,Cuprum,21.23796653,23.53593868,23.35728705,21.01343985,11,6,14,5,0,0,-1.388797593,0.981099057,-0.36006144,1.23055872,7,3,-0.6,0,33.33333333,68.42105263,1
28,1,2017,Rzeszow,Belchatow,23.34285397,23.97724878,20.01086038,20.46444898,3,2,2,3,0,1,1.549142416,2.10156452,1.90587648,1.4627456,6,6,0.4,0,77.77777778,88.23529412,1
28,1,2017,Kielce,Czarni Radom,20.31689935,23.26277651,24.82154856,21.95187098,12,8,13,6,0,1,-2.448427767,0.830627522,-1.643208192,0.416093184,7,7,0.2,0,27.77777778,55.55555556,0
28,1,2017,AZS Czestochowa,GKS Katowice,20.02005393,21.5241332,24.59274204,21.72728779,16,9,12,10,0,1,-2.332462835,0.088524646,-1.57298432,-0.200715776,7,5,-0.6,0,16.66666667,47.36842105,0
28,1,2017,Verva Warszawa,Szczecin,21.42514151,20.89565265,24.11291776,24.42059235,10,14,8,12,0,0,-1.35447806,-1.91302067,-1.20291072,-2.409206067,7,6,0.6,0,36.84210526,17.64705882,1
29,1,2017,Kedzierzyn-Kozle,Gdansk,23.29103293,22.65415017,19.59816036,20.91225059,1,7,1,4,1,1,1.601214689,0.902763874,1.43397632,-0.37376256,5,7,0.4,0,83.33333333,57.89473684,1
30,1,2017,Bielsko-Biala,Jastrzebski,20.2646614,24.01345153,23.80193655,20.30736726,13,4,14,7,0,1,-1.106179315,1.582131345,-0.3660544,0.6817024,7,7,-0.6,0,22.22222222,77.77777778,0
3,2,2017,Bielsko-Biala,Bydgoszcz,20.26172912,21.89827207,23.89154924,23.50002366,13,15,14,10,0,0,-1.284943452,-1.115118352,-0.69284352,-1.44142848,4,7,-0.6,0,21.05263158,15.78947368,0
3,2,2017,Bedzin,Jastrzebski,21.31037323,24.06076123,22.96582964,20.29589381,11,4,14,7,1,1,-0.911038074,1.665705076,-0.088049152,0.94536192,7,4,0.4,0,36.84210526,78.94736842,0
4,2,2017,Verva Warszawa,Belchatow,22.1401132,23.78179902,23.02366754,21.37155918,10,4,8,3,1,0,-0.483582448,1.281251616,-0.362328576,0.77019648,7,7,-0.6,0,40,83.33333333,1
4,2,2017,Kielce,GKS Katowice,20.12018615,21.53930656,24.85723885,21.22183024,12,9,13,10,0,1,-2.558742214,0.270819717,-1.914566554,0.039427379,7,7,0.6,0,26.31578947,50,0
4,2,2017,Kedzierzyn-Kozle,Czarni Radom,23.63282635,23.61022121,19.21186162,21.42816345,1,8,1,6,1,1,1.880971751,1.264502017,1.747181056,0.932874547,6,7,0.4,0,84.21052632,57.89473684,1
4,2,2017,AZS Czestochowa,Olsztyn,19.85604314,24.10544189,23.99419363,21.153525,16,5,12,9,0,1,-2.065970268,1.797334243,-1.458387456,0.683202048,7,7,-0.4,0,15.78947368,73.68421053,0
5,2,2017,Rzeszow,Cuprum,23.67428317,23.10875094,20.6086883,21.13075188,3,6,2,5,1,0,1.639313932,0.584879245,1.924701184,0.784446976,7,7,-0.6,0,78.94736842,65,1
6,2,2017,Szczecin,Gdansk,20.44985545,21.65665347,24.53647388,21.72980047,15,7,12,4,0,0,-2.130416536,0.122211099,0.0835456,-0.899010048,7,7,-0.4,0,16.66666667,55,1
10,2,2017,Jastrzebski,Kedzierzyn-Kozle,24.19860898,23.22626108,20.88671505,19.76948929,3,1,7,1,1,1,1.732564061,1.704777401,1.593227489,1.762379981,7,6,-0.2,0,80,85,0
10,2,2017,Czarni Radom,Rzeszow,23.28817697,23.09942654,21.46253076,20.68695064,8,2,6,2,0,1,0.811601614,1.511451146,0.537916416,0.873681613,6,5,-0.6,0,55,80,0
10,2,2017,Bydgoszcz,Kielce,21.87861766,20.09614892,23.08001893,24.73579108,15,12,10,13,1,0,-0.692094682,-2.446993771,-0.67306326,-1.753767424,7,6,-0.2,0,20,25,0
11,2,2017,Gdansk,Belchatow,22.27532278,23.42543922,22.53384038,21.94724735,7,4,4,3,0,0,-0.302231121,0.625001293,1.300718326,0.216157184,5,7,-0.6,0,52.38095238,78.94736842,0
11,2,2017,Olsztyn,Bielsko-Biala,24.28435351,20.4893833,21.12282,23.47323939,5,14,9,14,1,0,2.037867394,-1.227954762,1.669974221,-1.6775697,7,7,0.6,0,75,20,1
11,2,2017,GKS Katowice,Bedzin,22.08144525,21.69829858,20.97746419,23.32266371,9,11,10,14,1,0,0.616655773,-1.12883046,0.030146867,-1.473538253,7,7,-0.4,0,52.38095238,35,0
12,2,2017,Szczecin,Cuprum,21.50988436,22.68700076,24.5791791,21.0646015,13,6,12,5,1,0,-1.304333229,0.267903396,0.46683648,0.427557581,6,7,-0.6,0,21.05263158,61.9047619,0
13,2,2017,AZS Czestochowa,Verva Warszawa,20.08483452,22.56209056,24.1953549,22.81893403,16,10,12,8,0,1,-2.252776214,0.013134042,-1.766709965,-0.676835471,7,7,0.4,0,15,42.85714286,0
17,2,2017,Szczecin,Czarni Radom,20.54124082,22.53054157,24.66334328,21.87002461,13,8,12,6,0,0,-1.643466583,0.249281291,-0.226530816,0.546299638,5,7,-0.4,0,20,52.38095238,0
17,2,2017,Bielsko-Biala,AZS Czestochowa,20.19150664,20.71786761,23.77859151,24.15628392,14,16,14,12,0,0,-1.582363809,-2.202220971,-0.754274816,-1.975454413,6,4,-0.2,0,19.04761905,14.28571429,0
17,2,2017,Bedzin,Bydgoszcz,22.35863886,21.82289413,22.9914643,22.70401514,11,15,14,10,1,0,-0.303064368,-0.753675746,-0.470439322,-0.953142784,6,7,-0.6,0,38.0952381,19.04761905,0
18,2,2017,Belchatow,Cuprum,22.82035137,23.1496006,21.47779788,20.18501453,3,6,3,5,1,1,0.700001034,0.814322717,2.087705293,0.942046065,7,6,0.6,0,80,63.63636364,1
18,2,2017,Kedzierzyn-Kozle,GKS Katowice,23.02100886,21.99848953,19.73559144,21.78197135,1,9,1,10,1,0,1.563821921,-0.106675381,1.597744845,0.431541903,7,7,0.6,0,85.71428571,50,1
18,2,2017,Kielce,Olsztyn,20.31691913,24.42748281,24.10863286,20.698256,12,5,13,9,1,1,-1.757595017,2.230293915,-1.931653243,1.146561638,7,7,-0.6,0,28.57142857,76.19047619,0
19,2,2017,Rzeszow,Jastrzebski,23.17954123,23.27888719,20.44956052,21.14937204,2,5,2,7,1,0,1.609160917,1.186051248,1.739760947,1.156289536,7,7,-0.4,0,80.95238095,76.19047619,0
19,2,2017,Verva Warszawa,Gdansk,22.84967245,21.74025822,22.90514723,22.1070723,10,8,8,4,1,0,0.410507233,-0.441784897,0.110137139,-1.119208038,6,7,-0.4,0,45.45454545,50,0
22,2,2017,Czarni Radom,Belchatow,22.42443326,23.2562811,21.13601969,21.11557164,8,3,6,3,1,1,0.399425033,1.160000827,0.030333133,0.372925747,5,4,-0.6,0,54.54545455,80.95238095,0
22,2,2017,Olsztyn,Bedzin,24.54198625,22.04691109,20.62527147,22.23317144,5,11,9,14,1,0,2.384235132,-0.442451494,1.935979377,-0.578830602,4,5,0.2,0,77.27272727,36.36363636,1
22,2,2017,Jastrzebski,Szczecin,23.17310975,20.07299266,21.41949763,24.13067463,5,14,7,12,1,0,1.348840999,-1.514773266,1.074581991,-2.527364854,3,5,0.4,0,77.27272727,19.04761905,1
22,2,2017,Cuprum,Gdansk,22.45301382,22.29220658,21.14801163,22.23565784,6,7,5,4,0,1,0.051458174,0.046572083,0.434694922,-0.495366431,4,3,-0.2,0,60.86956522,52.17391304,1
22,2,2017,Bydgoszcz,Kedzierzyn-Kozle,21.2983153,24.61680709,22.32321211,21.58847315,13,1,10,1,1,1,-0.402940596,1.851057537,-0.738450608,1.609903985,5,4,-0.4,0,22.72727273,86.36363636,0
22,2,2017,Bielsko-Biala,Verva Warszawa,20.55320531,22.82973796,23.72287321,23.22411778,15,10,14,8,0,0,-1.665891047,-0.071594213,-1.003419853,-0.141468377,5,3,0.4,0,18.18181818,43.47826087,1
22,2,2017,AZS Czestochowa,Kielce,21.27429409,20.32020197,23.72502714,24.28690629,16,12,12,13,1,0,-1.361776777,-2.006076013,-1.813367972,-1.203013939,5,4,-0.4,0,18.18181818,27.27272727,0
23,2,2017,GKS Katowice,Rzeszow,23.39879163,23.04363298,23.62557708,20.90964841,9,5,10,2,0,0,-0.685340305,0.887328733,-0.575882506,1.09894529,5,4,0.2,0,47.82608696,77.27272727,0
24,2,2017,Bedzin,AZS Czestochowa,21.07752887,21.51943527,22.10653715,23.68002171,11,16,14,12,0,0,-0.553961195,-1.489421422,-0.576351457,-1.18036353,2,2,0.2,0,34.7826087,17.39130435,1
25,2,2017,Kedzierzyn-Kozle,Olsztyn,24.69344567,23.953589,21.33744519,19.94021717,1,5,1,9,1,1,2.080846029,2.107388106,1.878195876,1.517249311,3,3,0.6,0,86.95652174,78.26086957,1
25,2,2017,Kielce,Bielsko-Biala,20.95616158,21.84256425,23.92952503,23.77829857,12,13,13,14,1,1,-1.204860811,-0.732712838,-2.145322594,-1.94205576,3,3,0.2,0,30.43478261,21.73913043,1
26,2,2017,Rzeszow,Bydgoszcz,22.83490639,21.10531891,21.16771873,22.85856969,2,14,2,10,1,0,0.909862987,-0.922352477,0.991808758,-0.562514227,3,4,0.6,0,78.26086957,21.73913043,1
26,2,2017,Gdansk,Czarni Radom,21.48376526,21.77954661,22.73852627,21.02881575,7,8,4,6,0,0,-0.362742334,0.119540026,0.840574661,0.63703971,4,4,-0.4,0,50,52.17391304,1
26,2,2017,Belchatow,Jastrzebski,22.72502488,23.5384878,20.73245731,21.00226477,3,4,3,7,1,1,1.128000662,1.679072799,2.270164234,1.325031629,4,4,-0.2,0,81.81818182,78.26086957,1
26,2,2017,Szczecin,GKS Katowice,19.92506079,23.1590333,24.3045397,23.30046166,15,9,12,10,0,0,-1.811818613,-0.748272244,-0.381224653,-0.254766477,4,3,-0.4,0,18.18181818,45.83333333,0
2,3,2017,Verva Warszawa,Kielce,23.06379037,21.76492926,23.97929422,22.27695336,10,12,8,13,0,1,-0.657275371,-0.363888649,-0.311890289,-0.562411151,7,5,0.4,0,41.66666667,33.33333333,0
3,3,2017,Bydgoszcz,Szczecin,20.28425513,19.94004863,23.28685575,23.96363176,14,15,10,12,0,0,-1.337881982,-1.649454891,-1.190760487,-2.621891883,5,5,-0.2,0,20.83333333,17.39130435,0
4,3,2017,Olsztyn,Rzeszow,23.6128712,23.26792511,20.75217374,20.33417498,5,2,9,2,0,1,1.285910485,1.327890389,1.748783501,1.079156232,7,6,-0.4,0,75,79.16666667,0
4,3,2017,Czarni Radom,Cuprum,21.72363729,22.91241105,21.6730526,20.5684093,8,6,6,5,0,1,-0.304367979,0.441166539,-0.175733494,0.153636852,6,7,0.4,0,50,62.5,1
